path	translation	split
common_voice_ja_20092897.mp3	Better to go to bed without supper than to rise in debt.	dev
common_voice_ja_20092903.mp3	My father died when the cherry blossoms were in full bloom.	dev
common_voice_ja_20092904.mp3	Show your passport at the airport.	dev
common_voice_ja_20110822.mp3	There is a clock on the wall.	dev
common_voice_ja_20110823.mp3	“What’s wrong?” asked the small, white rabbit.	dev
common_voice_ja_20110824.mp3	The goodness of a well brought-up boy, and the strength of someone raised in adversity.	dev
common_voice_ja_20110825.mp3	When I get home, I do my homework first.	dev
common_voice_ja_20110827.mp3	I drank a little alcohol yesterday.	dev
common_voice_ja_20110842.mp3	The mother gives birth to Bessie while in a psychiatric hospital in Pietermaritzburg.	dev
common_voice_ja_20110843.mp3	You should be careful how you laugh.	dev
common_voice_ja_20110845.mp3	She walks to school.	dev
common_voice_ja_20110846.mp3	Maria Callas was a famous opera singer.	dev
common_voice_ja_20110848.mp3	Have the children at the hospital improved a little?	dev
common_voice_ja_20110864.mp3	Matsui made coffee for me.	dev
common_voice_ja_20110866.mp3	I have a runny nose.	dev
common_voice_ja_20110868.mp3	Please pay for the room in advance.	dev
common_voice_ja_20110869.mp3	We have soccer practice on Mondays, Wednesdays, and Fridays.	dev
common_voice_ja_20110871.mp3	When I finally got on the train, I was pushed here and there, and got worn out.	dev
common_voice_ja_20120649.mp3	French food is eaten with a knife and fork.	dev
common_voice_ja_20120650.mp3	My father polished his car until it shone.	dev
common_voice_ja_20120651.mp3	I showed my ticket to the station staff.	dev
common_voice_ja_20120652.mp3	All the soldiers stood in a line.	dev
common_voice_ja_20120653.mp3	Hang a photo on the wall.	dev
common_voice_ja_20120654.mp3	He lacks depth when compared to his father.	dev
common_voice_ja_20120655.mp3	Please bring her to the operating room.	dev
common_voice_ja_20120656.mp3	This restaurant is large and clean.	dev
common_voice_ja_20120657.mp3	The cat is sleeping over there.	dev
common_voice_ja_20120658.mp3	She keeps secrets well.	dev
common_voice_ja_20120659.mp3	She was very proud of her father.	dev
common_voice_ja_20120660.mp3	There is a calendar on the desk.	dev
common_voice_ja_20120661.mp3	When I mumbled, my father shook his head.	dev
common_voice_ja_20120662.mp3	My mother likes cooking.	dev
common_voice_ja_20120663.mp3	My father has gone to China.	dev
common_voice_ja_20120664.mp3	The department’s outdoor party will be held next Saturday at the park.	dev
common_voice_ja_20120665.mp3	I had a haircut last month, but it has already become long.	dev
common_voice_ja_20120666.mp3	She walks with her dog every day.	dev
common_voice_ja_20120667.mp3	I want to go over the river, so I cross the bridge.	dev
common_voice_ja_20120668.mp3	This New South Wales team is the core of the Wallabies.	dev
common_voice_ja_20120669.mp3	The room was so full of smoke that I almost couldn’t breathe.	dev
common_voice_ja_20120670.mp3	Amongst the 600 guests squeezed in, it was so hot that I couldn’t help but use a fan.	dev
common_voice_ja_20120671.mp3	Darren will be tested. If he fails, he’ll be put to death!	dev
common_voice_ja_20120672.mp3	He broke his promise.	dev
common_voice_ja_20120673.mp3	We will contact you when the item arrives.	dev
common_voice_ja_20120674.mp3	He is poor, but happy.	dev
common_voice_ja_20120675.mp3	Take a taxi from the station to the office.	dev
common_voice_ja_20120676.mp3	The room looks like a rabbit hutch.	dev
common_voice_ja_20120677.mp3	According to the vice president, the company is yet to receive a contract from a foreign company.	dev
common_voice_ja_20120678.mp3	My father was told by his doctor to reduce the amount he smoked.	dev
common_voice_ja_20120679.mp3	However when that happens, I can’t sleep, and I end up drinking more.	dev
common_voice_ja_20120680.mp3	Because she was smart, she wasn’t fooled by him.	dev
common_voice_ja_20120681.mp3	My father received a drink free of charge.	dev
common_voice_ja_20120682.mp3	They went out of their way to prepare rock music for me, given my love of music.	dev
common_voice_ja_20120683.mp3	The chicken is cheap, but the beef tastes better.	dev
common_voice_ja_20120684.mp3	Let’s sit over there and eat our lunches.	dev
common_voice_ja_20120685.mp3	Covering your eyes in the face of cruel circumstances and realities is actually more horrifying.	dev
common_voice_ja_20120686.mp3	Her sadness was so deep that she couldn’t even cry.	dev
common_voice_ja_20120687.mp3	She decorated the walls with pictures.	dev
common_voice_ja_20120688.mp3	My father would never approve of my marriage.	dev
common_voice_ja_20120689.mp3	My father often reads the newspaper during meals.	dev
common_voice_ja_20120690.mp3	She confided with her friends what was on her mind.	dev
common_voice_ja_20120691.mp3	After that, a few of them went to a sushi shop in Roppongi.	dev
common_voice_ja_20120692.mp3	That usually lasts about an hour.	dev
common_voice_ja_20120693.mp3	Please change the room.	dev
common_voice_ja_20150020.mp3	I took that back to the inn.	dev
common_voice_ja_20150021.mp3	Yes, that’s right.	dev
common_voice_ja_20150022.mp3	I don’t think there’s any shame in being poor.	dev
common_voice_ja_20150023.mp3	The room is dirty, so I’ll clean it.	dev
common_voice_ja_20150024.mp3	She looked around strangely.	dev
common_voice_ja_20150025.mp3	The power was off.	dev
common_voice_ja_20150026.mp3	Normal people fail not because of a lack of ability, rather because of a lack of concentration.	dev
common_voice_ja_20150027.mp3	Carelessness was considered a serious flaw.	dev
common_voice_ja_20150028.mp3	Far from prices getting lower, they instead kept rising.	dev
common_voice_ja_20150029.mp3	You should not look down on people just because they are poor.	dev
common_voice_ja_20150030.mp3	He is an avid reader of Stephen King.	dev
common_voice_ja_20150031.mp3	I think she is ill.	dev
common_voice_ja_20150032.mp3	The glacier is moving slowly.	dev
common_voice_ja_20150033.mp3	The cost of living continues to rise.	dev
common_voice_ja_20150034.mp3	I always read for half an hour before I go to bed.	dev
common_voice_ja_20185787.mp3	My father’s hair is streaked with gray.	dev
common_voice_ja_20185788.mp3	My father cut down the tree with a saw.	dev
common_voice_ja_20185789.mp3	My father asked me if I could get along with the Jones’ family.	dev
common_voice_ja_20185790.mp3	Tonight, I will wait for Kobayashi at the station.	dev
common_voice_ja_20185791.mp3	I wonder where your father went.	dev
common_voice_ja_20185802.mp3	I received a shirt from my friend for my birthday.	dev
common_voice_ja_20185803.mp3	I get up at 7:30.	dev
common_voice_ja_20185804.mp3	The wind and the rain ruined our walk.	dev
common_voice_ja_20185805.mp3	My father was sick, so we had to get by on a small income.	dev
common_voice_ja_20185806.mp3	He has twisted every reality towards himself.	dev
common_voice_ja_20185817.mp3	Have you got dressed?	dev
common_voice_ja_20185818.mp3	Don’t scold her, because she’s young and doesn’t understand.	dev
common_voice_ja_20185819.mp3	Curry is an Indian food.	dev
common_voice_ja_20185820.mp3	The delinquents beat him up and took his wallet.	dev
common_voice_ja_20185821.mp3	My father glanced through the paper.	dev
common_voice_ja_20185827.mp3	She couldn’t come because she was sick.	dev
common_voice_ja_20185828.mp3	She really hates dogs.	dev
common_voice_ja_20185829.mp3	She has some beautiful, old-fashioned furniture.	dev
common_voice_ja_20185830.mp3	Climb onto the balance beam.	dev
common_voice_ja_20185831.mp3	Keep your room neat and tidy.	dev
common_voice_ja_20204408.mp3	It’s rare to find a hero as ordinary as he is.	dev
common_voice_ja_20204409.mp3	Don’t lean against the wall.	dev
common_voice_ja_20204410.mp3	We help people struggling with poverty through livelihood, medical, and housing assistance.	dev
common_voice_ja_20204411.mp3	I take an hour off every day at lunch time.	dev
common_voice_ja_20204412.mp3	Ice can drift a significant distance every day.	dev
common_voice_ja_20204864.mp3	I’m taking a bath, so I take off my clothes.	dev
common_voice_ja_20204865.mp3	But unfortunately, the game was called off because of rain.	dev
common_voice_ja_20204866.mp3	The soldiers were ready to die for their homeland.	dev
common_voice_ja_20204867.mp3	The car did not want to move.	dev
common_voice_ja_20204868.mp3	She was born into a wealthy family, and received a good education.	dev
common_voice_ja_20204874.mp3	Yesterday’s test was easy.	dev
common_voice_ja_20204875.mp3	She holds her bag under her arm.	dev
common_voice_ja_20204876.mp3	My father smokes a pack of cigarettes a day.	dev
common_voice_ja_20204877.mp3	I sent the package from the post office on the sixth.	dev
common_voice_ja_20204878.mp3	Those assholes were fired.	dev
common_voice_ja_20204883.mp3	Poverty is not an obstacle to happiness.	dev
common_voice_ja_20204884.mp3	The laser beam is diffused by a lens, directed to the object to be photographed, then the reflected light is received on a translucent film.	dev
common_voice_ja_20204886.mp3	If you climb that slope, you can see the ocean.	dev
common_voice_ja_20204887.mp3	Since it is cold in winter, we turn on the heater.	dev
common_voice_ja_20204888.mp3	The room was cluttered and messy.	dev
common_voice_ja_19779202.mp3	Because of illness, he was unable to attend that meeting.	train
common_voice_ja_19779203.mp3	She parked the car at the gate.	train
common_voice_ja_19779204.mp3	The policeman told me the way to the station.	train
common_voice_ja_19779205.mp3	My father does nothing at home.	train
common_voice_ja_19779206.mp3	The soldiers are ready for battle.	train
common_voice_ja_19779207.mp3	Next year, I think I’m going to buy a new car.	train
common_voice_ja_19779208.mp3	The wall was topped with broken glass.	train
common_voice_ja_19779209.mp3	Take one piece of paper at a time.	train
common_voice_ja_19779210.mp3	Use a ballpoint pen when filling out the transfer form.	train
common_voice_ja_19779211.mp3	Recently, I get calf cramps when I sleep.	train
common_voice_ja_19779212.mp3	The daughter was always frustrated at her mother, who didn’t keep her promises.	train
common_voice_ja_19779213.mp3	The sick people are already doing all right.	train
common_voice_ja_19779214.mp3	My father goes for a jog every morning.	train
common_voice_ja_19779215.mp3	I felt sorry for the dying birds.	train
common_voice_ja_19779216.mp3	Unless she has something to do, she rarely goes out.	train
common_voice_ja_19779217.mp3	The pajamas and T-shirt were rolled up to reveal a flat tummy underneath skinny ribs.	train
common_voice_ja_19779218.mp3	My father obligated me to look after my younger sister.	train
common_voice_ja_19779219.mp3	The ice is so thin that it won’t be able to support your weight.	train
common_voice_ja_19779220.mp3	In the afternoon, I look through the accumulated documents, and return them.	train
common_voice_ja_19779221.mp3	My father bought a watch for me, but I don’t like it very much.	train
common_voice_ja_19779232.mp3	As a literary editor, they are famous as being the most trusted by authors.	train
common_voice_ja_19779233.mp3	It was a cheap way to get rid of the trouble, which made everybody very happy.	train
common_voice_ja_19779234.mp3	My father sometimes says and does childish things.	train
common_voice_ja_19779235.mp3	He was unable to come with us because he was sick.	train
common_voice_ja_19779236.mp3	A little west of here is the ocean.	train
common_voice_ja_19779249.mp3	When ice melts, it becomes water.	train
common_voice_ja_19779250.mp3	That store is cheap, but the food is bad.	train
common_voice_ja_19779251.mp3	His voice is suddenly drowned out by the roar of an evil spirit.	train
common_voice_ja_19779252.mp3	if I weren’t so poor, I’d buy a car.	train
common_voice_ja_19779253.mp3	Poverty still remains a major cause of crime.	train
common_voice_ja_19779259.mp3	She was educated in the United States.	train
common_voice_ja_19779260.mp3	He gave up his studies due to illness.	train
common_voice_ja_19779261.mp3	Could I have your phone number please?	train
common_voice_ja_19779262.mp3	Hayashi lives in a town with many people.	train
common_voice_ja_19779263.mp3	Meeting a famous singer, she got carried away.	train
common_voice_ja_19779269.mp3	Blow your nose before you meet them.	train
common_voice_ja_19779270.mp3	There will be a Japanese test on the 20th of this month.	train
common_voice_ja_19779271.mp3	It was cloudy all day yesterday.	train
common_voice_ja_19779272.mp3	I wonder what it feels like to be sick.	train
common_voice_ja_19779273.mp3	Everyone is waiting for the teacher in the classroom.	train
common_voice_ja_19779284.mp3	I think it is a defective product.	train
common_voice_ja_19779285.mp3	I have time this morning, so I’ll read the newspaper before leaving home.	train
common_voice_ja_19779286.mp3	The wind scattered the leaves around.	train
common_voice_ja_19779287.mp3	Oxygen is supplied to the liver through the hepatic artery and the low pressure portal vein.	train
common_voice_ja_19779288.mp3	It looks like it will be cloudy tomorrow.	train
common_voice_ja_19779294.mp3	While this wasn’t the case from the start, at the time of surgery I was depressed, frightened, and had sleepless nights.	train
common_voice_ja_19779295.mp3	She was able to solve the problem with ease.	train
common_voice_ja_19779296.mp3	They talked about a range of issues.	train
common_voice_ja_19779297.mp3	My father is doing very well.	train
common_voice_ja_19779298.mp3	Add three spoons of sugar.	train
common_voice_ja_19779299.mp3	Please make sure you call us tomorrow morning.	train
common_voice_ja_19779300.mp3	Small snowflakes fall fast, and large snowflakes flutter down.	train
common_voice_ja_19779301.mp3	After that, the old man runs after them crying, soaked by the rain.	train
common_voice_ja_19779302.mp3	My father is busy writing a letter.	train
common_voice_ja_19779303.mp3	She has talent rather than beauty.	train
common_voice_ja_19779304.mp3	Put your clothes away.	train
common_voice_ja_19779305.mp3	Basically, I like short poems. Of these, this is the best one.	train
common_voice_ja_19779307.mp3	She bought a computer for her daughter.	train
common_voice_ja_19779308.mp3	I can’t eat anything, because my teeth hurt.	train
common_voice_ja_19779309.mp3	My father gestured to me to leave the room.	train
common_voice_ja_19779310.mp3	My father often travels overseas on business.	train
common_voice_ja_19779311.mp3	Kimura carried my luggage.	train
common_voice_ja_19779312.mp3	A large bag is useful.	train
common_voice_ja_19779313.mp3	My father has recently quit smoking.	train
common_voice_ja_19779314.mp3	She is in search of wealth.	train
common_voice_ja_19779315.mp3	She was freaked out from anxiety.	train
common_voice_ja_19779316.mp3	She has a charming personality.	train
common_voice_ja_19779317.mp3	She hoped that she would be cured of her illness.	train
common_voice_ja_19779318.mp3	Throwing something like that down will hit and injure somebody unfortunate.	train
common_voice_ja_19779324.mp3	Schools and companies will be closed from May 3 through May 5.	train
common_voice_ja_19779325.mp3	Using the weakness of the human mind, they continue to create self-serving evidence.	train
common_voice_ja_19779326.mp3	Autumn comes after summer ends.	train
common_voice_ja_19779327.mp3	She may have to retire next month.	train
common_voice_ja_19779338.mp3	My father helped me with my study.	train
common_voice_ja_19779339.mp3	The father carried his son’s body out of the room.	train
common_voice_ja_19779340.mp3	Cut the vegetables, and wash them.	train
common_voice_ja_19779341.mp3	This story is true.	train
common_voice_ja_19779342.mp3	She installed the new electric heater in the room.	train
common_voice_ja_19779348.mp3	I went to university yesterday.	train
common_voice_ja_19779349.mp3	Cut the clothes to match the cloth.	train
common_voice_ja_19779350.mp3	Upon hearing of her father’s sudden death, she was deeply saddened.	train
common_voice_ja_19779351.mp3	I listen to the news on the radio every day.	train
common_voice_ja_19779352.mp3	That beautiful woman is Kimura.	train
common_voice_ja_19779353.mp3	Don’t hang on the wall.	train
common_voice_ja_19779354.mp3	Don’t look down on the poor.	train
common_voice_ja_19779355.mp3	Eat rice in a tea bowl.	train
common_voice_ja_19779356.mp3	Sleep is the best medicine for a cold.	train
common_voice_ja_19779357.mp3	She was forced to confess.	train
common_voice_ja_19779358.mp3	After dinner, she cleared the table.	train
common_voice_ja_19779359.mp3	She makes her living by writing.	train
common_voice_ja_19779360.mp3	Please take care not to catch a cold.	train
common_voice_ja_19779361.mp3	She saved a drowning child at the risk of her own life.	train
common_voice_ja_19779362.mp3	She beckoned at me to come in.	train
common_voice_ja_19779363.mp3	I will walk to the station.	train
common_voice_ja_19779364.mp3	Cycling tours following the Weser bike path or the Mürren route pass through Petershagen.	train
common_voice_ja_19779366.mp3	He took in a war orphan, and is raising her as an adopted daughter.	train
common_voice_ja_19779367.mp3	My father should be at home now.	train
common_voice_ja_19779368.mp3	It was amazing that they faced the enemy.	train
common_voice_ja_19779369.mp3	Take off your shoes at the entrance.	train
common_voice_ja_19779370.mp3	She had to part with her fur coat.	train
common_voice_ja_19779371.mp3	My father repaired my old watch.	train
common_voice_ja_19779372.mp3	I don’t think that being poor is anything to be ashamed of.	train
common_voice_ja_19779373.mp3	I’m going to buy this cup. And also this plate.	train
common_voice_ja_19779374.mp3	I would like to express my most sincere apologies for any inappropriate remarks made earlier.	train
common_voice_ja_19779375.mp3	My father grows rice.	train
common_voice_ja_19779376.mp3	Make sure you mail this postcard.	train
common_voice_ja_19779377.mp3	Keep this room tidy.	train
common_voice_ja_19779383.mp3	I may give up soon, and have a nap.	train
common_voice_ja_19779384.mp3	She hoped for forgiveness from her mother.	train
common_voice_ja_19779385.mp3	They couldn’t stand it and started yelling, and so shooting for the day ended up being canceled.	train
common_voice_ja_19779386.mp3	She tried to please him, but it was in vain.	train
common_voice_ja_19779387.mp3	Do you think your father is going to change his mind?	train
common_voice_ja_19779393.mp3	This food is bad for you.	train
common_voice_ja_19779394.mp3	Inciting the masses will only invite military intervention.	train
common_voice_ja_19779395.mp3	There is a large window in the center of the wall at the back of the room.	train
common_voice_ja_19779396.mp3	The logic that the user is also responsible can only be called irresponsible.	train
common_voice_ja_19779397.mp3	There is a strong wind and biting cold on the shrine grounds.	train
common_voice_ja_19779400.mp3	She saved up just in case.	train
common_voice_ja_19779401.mp3	After his father’s death, he assumed responsibility for the company.	train
common_voice_ja_19779402.mp3	My father has to do that work.	train
common_voice_ja_19779403.mp3	Is there any medicine for colds?	train
common_voice_ja_19779404.mp3	The room was full of girls dressed in white.	train
common_voice_ja_19779415.mp3	Sashimi is eaten with soy sauce.	train
common_voice_ja_19779416.mp3	My father made me who I am today.	train
common_voice_ja_19779417.mp3	My father taught me the basics of gardening.	train
common_voice_ja_19779418.mp3	I would like this one and that one.	train
common_voice_ja_19779419.mp3	How can you get a man you care about excited in you?	train
common_voice_ja_19779420.mp3	My father glared at my mother.	train
common_voice_ja_19779421.mp3	My father jogs every morning.	train
common_voice_ja_19779422.mp3	There was no shampoo in the bathtub.	train
common_voice_ja_19779423.mp3	They began to dislike the guests that they had at first welcomed.	train
common_voice_ja_19779424.mp3	Do you dislike awkwardly shaped vegetables?	train
common_voice_ja_19779425.mp3	My father expanded the family’s living room.	train
common_voice_ja_19779426.mp3	She woke up.	train
common_voice_ja_19779427.mp3	She managed without necessities in order to pay for her daughter’s lessons.	train
common_voice_ja_19779428.mp3	Accordingly, there will be less money in circulation, with less in the way of price increases.	train
common_voice_ja_19779429.mp3	On hot days, I wear a hat when I got out.	train
common_voice_ja_19779430.mp3	The hungry baby could only cry.	train
common_voice_ja_19779431.mp3	Many diseases caused by this fungus are referred to as gray mold.	train
common_voice_ja_19779432.mp3	Let her through, and I’ll see her soon.	train
common_voice_ja_19779433.mp3	They have absolutely nothing in common with each other.	train
common_voice_ja_19779434.mp3	This summer, I went to the sea, and also climbed mountains.	train
common_voice_ja_19779450.mp3	Make sure that you write grammatically correct sentences.	train
common_voice_ja_19779451.mp3	Dust mites prefer human dander and dirt.	train
common_voice_ja_19779452.mp3	I lost the watch that my father gave me.	train
common_voice_ja_19779453.mp3	I bought a new camera.	train
common_voice_ja_19779454.mp3	They gave him an opportunity to escape.	train
common_voice_ja_19779460.mp3	Perhaps because of the rain, wild birds were flocking and crying out.	train
common_voice_ja_19779461.mp3	She said that she had a cold.	train
common_voice_ja_19779462.mp3	I’ll do this work myself.	train
common_voice_ja_19779464.mp3	She could only grieve over her husband’s death.	train
common_voice_ja_19779466.mp3	October 10 is my brother’s birthday.	train
common_voice_ja_19779795.mp3	There is no reason to complain.	train
common_voice_ja_19779796.mp3	My father is out.	train
common_voice_ja_19779797.mp3	I was born in a small town.	train
common_voice_ja_19779798.mp3	Also clean the entrance and hallway.	train
common_voice_ja_19779799.mp3	She painted the walls white.	train
common_voice_ja_19779815.mp3	Her husband, 10 years older than herself, was in good health and did all the housework.	train
common_voice_ja_19779816.mp3	On Saturday, I will have dinner at Hayashi’s house.	train
common_voice_ja_19779817.mp3	There is a vase on the table.	train
common_voice_ja_19779818.mp3	She received training as a violinist under a famous musician.	train
common_voice_ja_19779819.mp3	I did not hire her as a typist.	train
common_voice_ja_19779830.mp3	Give a lecture on literature.	train
common_voice_ja_19779831.mp3	She is independent from her parents.	train
common_voice_ja_19779832.mp3	My younger brother is very fit.	train
common_voice_ja_19779833.mp3	Gillespie got to know Ines through McGee.	train
common_voice_ja_19779834.mp3	The water in this river is clean.	train
common_voice_ja_19779850.mp3	The couple quarreled, but soon made up.	train
common_voice_ja_19779851.mp3	Everyone is a student at this university.	train
common_voice_ja_19779852.mp3	They could not abide disobedience from their men, no matter how small.	train
common_voice_ja_19779853.mp3	So are you not going to swim because the water is cold?	train
common_voice_ja_19779854.mp3	A couple can apply for the job.	train
common_voice_ja_19779855.mp3	I went shopping at the supermarket.	train
common_voice_ja_19779856.mp3	My father also had a good grounding in Latin.	train
common_voice_ja_19779857.mp3	OK, see you later.	train
common_voice_ja_19779858.mp3	Even the companion, who cried at the closing ceremony, danced hard at the dance party in the evening.	train
common_voice_ja_19779859.mp3	This watch costs 1,500 yen.	train
common_voice_ja_19779865.mp3	Every year, I have a cake for my birthday.	train
common_voice_ja_19779866.mp3	She was clinging tightly to her father.	train
common_voice_ja_19779867.mp3	We were surprised to hear how cheap things were.	train
common_voice_ja_19779868.mp3	The teacher in the adjoining class is still young.	train
common_voice_ja_19779869.mp3	Careless people are prone to mistakes.	train
common_voice_ja_19779890.mp3	The sick person finally overcame their illness.	train
common_voice_ja_19779891.mp3	She was absent from school because of illness.	train
common_voice_ja_19779892.mp3	Yesterday I went to a concert with my friends.	train
common_voice_ja_19779893.mp3	Tanaka always seems to be busy.	train
common_voice_ja_19779894.mp3	My father wants me to be a lawyer.	train
common_voice_ja_19779895.mp3	The father takes care of the family’s expenses.	train
common_voice_ja_19779896.mp3	Every time she cleans the room, she breaks something.	train
common_voice_ja_19779897.mp3	She felt like dancing.	train
common_voice_ja_19779898.mp3	I’m going to paint the walls.	train
common_voice_ja_19779899.mp3	The car stopped in front of me.	train
common_voice_ja_19779905.mp3	Go and wake her up.	train
common_voice_ja_19779906.mp3	I’ve just gone to see her off.	train
common_voice_ja_19779907.mp3	Not a sound was heard in the room.	train
common_voice_ja_19779908.mp3	The post office is next to the station.	train
common_voice_ja_19779909.mp3	Because she was sick, she was unable to travel.	train
common_voice_ja_19779930.mp3	She had her husband send the children to their homes.	train
common_voice_ja_19779931.mp3	She is very competent in her work as a secretary.	train
common_voice_ja_19779932.mp3	She was absent because of a cold.	train
common_voice_ja_19779933.mp3	The age of heroes which defined the history of modern China has passed.	train
common_voice_ja_19779934.mp3	Ayumi’s legs were buffeted by the cold river breeze.	train
common_voice_ja_19779935.mp3	The professor who invented that has the right for substantial compensation from the University.	train
common_voice_ja_19779936.mp3	Live within your means.	train
common_voice_ja_19779938.mp3	Bronchial asthma and rhinitis are also becoming more widespread.	train
common_voice_ja_19779939.mp3	The father reluctantly agreed to his daughter’s marriage.	train
common_voice_ja_19779945.mp3	Benefit levels need to take into account changes in the cost of living.	train
common_voice_ja_19779946.mp3	She decorated it with precious stones.	train
common_voice_ja_19779947.mp3	Looking outside, it has started to rain.	train
common_voice_ja_19779948.mp3	My father took his seat at the head of the table, and started to pray.	train
common_voice_ja_19779949.mp3	The balloon is caught in a tree.	train
common_voice_ja_19779955.mp3	Last year was a good year.	train
common_voice_ja_19779956.mp3	From day to night, we played in every way that my child could think of.	train
common_voice_ja_19779957.mp3	This book is difficult because it has many Chinese characters.	train
common_voice_ja_19779958.mp3	My father’s hobby is growing roses.	train
common_voice_ja_19779959.mp3	My father always talks to my mother about his problems.	train
common_voice_ja_19780250.mp3	Would you like some tea?	train
common_voice_ja_19780251.mp3	A woman who has lost her husband is a widow.	train
common_voice_ja_19780252.mp3	Mount Fuji was covered with snow.	train
common_voice_ja_19780253.mp3	She was afraid to speak.	train
common_voice_ja_19780254.mp3	I have climbed that mountain.	train
common_voice_ja_19780271.mp3	It was thought that she was ill.	train
common_voice_ja_19780273.mp3	The cafeteria is in that building over there.	train
common_voice_ja_19780276.mp3	From next week, there will be tests every day.	train
common_voice_ja_19780278.mp3	Please bring an ice pack.	train
common_voice_ja_19780279.mp3	By a strange coincidence, we met again.	train
common_voice_ja_19780315.mp3	You can see her fatigue on her face.	train
common_voice_ja_19780316.mp3	My father bought me a new bicycle.	train
common_voice_ja_19780317.mp3	The condition of the sick person is changing.	train
common_voice_ja_19780318.mp3	She leaned her head on her mother’s shoulder.	train
common_voice_ja_19780319.mp3	She was looking for a room with a bath, but she found one near here.	train
common_voice_ja_19780340.mp3	They held a special meeting on trade issues.	train
common_voice_ja_19780341.mp3	Both of her legs are paralyzed.	train
common_voice_ja_19780342.mp3	Buy one postcard at the post office.	train
common_voice_ja_19780343.mp3	Due to illness and with no other choice, he quit smoking.	train
common_voice_ja_19780344.mp3	Father continued to sing.	train
common_voice_ja_19780372.mp3	Above and to the right, there are clearly drawn lines that climb steeply.	train
common_voice_ja_19780373.mp3	I caught a cold.	train
common_voice_ja_19780374.mp3	She tried not to cry.	train
common_voice_ja_19780376.mp3	There’s no way this kind of picture can be drawn easily.	train
common_voice_ja_19780378.mp3	Father and I played tennis on Sunday.	train
common_voice_ja_19780406.mp3	Please add lots of ice.	train
common_voice_ja_19780408.mp3	I was busy yesterday, so I became very tired.	train
common_voice_ja_19780409.mp3	The first word of the sentence must always be capitalized.	train
common_voice_ja_19780410.mp3	Thank you for taking a look at my poor writing.	train
common_voice_ja_19780411.mp3	I’m slightly anemic.	train
common_voice_ja_19780427.mp3	You see it float but then it sinks again.	train
common_voice_ja_19780428.mp3	I go to that cafe with Kimura-san often.	train
common_voice_ja_19780429.mp3	As I tried to cover for that, my right knee and calf got damaged.	train
common_voice_ja_19780430.mp3	This essay is very well written.	train
common_voice_ja_19780431.mp3	Caught off guard, I couldn’t think of anything to say.	train
common_voice_ja_19780457.mp3	Mother always asks me to do her shopping.	train
common_voice_ja_19780458.mp3	It was inconsiderate of him to say such a thing to a sick person.	train
common_voice_ja_19780460.mp3	Not only is she beautiful, but she’s kind and intelligent.	train
common_voice_ja_19780462.mp3	Rather than being cold, she’s actually shy.	train
common_voice_ja_19780463.mp3	Do we need to wait for her?	train
common_voice_ja_19780482.mp3	They continued to eat as though nothing had happened.	train
common_voice_ja_19780483.mp3	She didn’t like using a writing brush.	train
common_voice_ja_19780484.mp3	The balloon continued to rise and eventually went out of sight.	train
common_voice_ja_19780485.mp3	His staff followed after him.	train
common_voice_ja_19780486.mp3	A leopard can’t change its spots.	train
common_voice_ja_19780536.mp3	She and the others were brimming with joy.	train
common_voice_ja_19780538.mp3	She did it even though she didn’t want to.	train
common_voice_ja_19780539.mp3	She fell from the tree.	train
common_voice_ja_19780540.mp3	Please give me an envelope.	train
common_voice_ja_19780541.mp3	I want you to clean your room quickly.	train
common_voice_ja_19780562.mp3	She’s just like her mother.	train
common_voice_ja_19780563.mp3	There are several superficial reasons.	train
common_voice_ja_19780564.mp3	One would think father would be happy, but he’s actually very angry.	train
common_voice_ja_19780565.mp3	The soldiers confiscated food from the people they conquered.	train
common_voice_ja_19780566.mp3	This clock must be expensive.	train
common_voice_ja_19780597.mp3	It’s against the law to carry a weapon.	train
common_voice_ja_19780598.mp3	Father will come home on the weekend.	train
common_voice_ja_19780599.mp3	After father’s death, he became the head of the company.	train
common_voice_ja_19780600.mp3	A red flashing light rotates in the night sky, and every ten minutes, a flare descends slowly.	train
common_voice_ja_19780601.mp3	Commodity prices are rising.	train
common_voice_ja_19780612.mp3	Father is worried about my health.	train
common_voice_ja_19780613.mp3	Father sat in his seat at the table.	train
common_voice_ja_19780614.mp3	May I exit the room?	train
common_voice_ja_19780615.mp3	The beach is full of people.	train
common_voice_ja_19780616.mp3	She said she was sick.	train
common_voice_ja_19780637.mp3	If you turn left at that intersection, there will be an embassy.	train
common_voice_ja_19780638.mp3	He’s poor but he wouldn’t lie.	train
common_voice_ja_19780639.mp3	Father made a long tear in the sleeve.	train
common_voice_ja_19780640.mp3	There were almost nobody in the room.	train
common_voice_ja_19780641.mp3	She’s doing great, isn’t she?	train
common_voice_ja_19780652.mp3	That supermarket is open at night, too.	train
common_voice_ja_19780653.mp3	Apparently, she’s unhappy.	train
common_voice_ja_19780654.mp3	Their facial expression was much softer after they became Prime Minister.	train
common_voice_ja_19780655.mp3	I recently went to Europe for the first time in a long time, albeit for a very short time.	train
common_voice_ja_19780656.mp3	Don’t get mad.	train
common_voice_ja_19780667.mp3	It’s on the third floor of this building.	train
common_voice_ja_19780668.mp3	Keep unexpected situations in mind.	train
common_voice_ja_19780669.mp3	Masked men attacked tourists and took their money.	train
common_voice_ja_19780670.mp3	I eat and then I brush my teeth.	train
common_voice_ja_19780671.mp3	One must not look down on poor people.	train
common_voice_ja_19780699.mp3	Father has gone out, but mother is at home.	train
